id_pedido,fecha,hora,distrito,categoria_restaurante,monto_soles,tiempo_entrega_min,calificacion
316,2026-02-07,11,Miraflores,Comida rápida,29.23,25.0,4.0
904,2025-05-15,22,Miraflores,Postres,23.79,35.0,4.0
1114,2025-08-03,5,Miraflores,Criolla,49.14,27.0,4.0
2380,2025-07-06,18,Miraflores,Criolla,41.02,31.0,4.0
1104,2025-05-15,20,Surco,Criolla,57.71,46.0,3.0
262,2025-08-20,18,San Isidro,Comida rápida,32.08,35.0,5.0
2354,2026-01-13,18,Surco,Pizza,43.65,25.0,5.0
1719,2025-07-18,18,Miraflores,Comida rápida,12.32,23.0,5.0
196,2025-08-21,0,San Borja,Pizza,87.44,45.0,2.0
219,2025-10-07,19,San Isidro,Saludable,52.54,40.0,3.0
2469,2025-10-02,21,San Borja,Pizza,16.22,37.0,3.0
1812,2025-07-15,8,Miraflores,Criolla,46.95,34.0,5.0
180,2026-01-14,20,Surco,Comida rápida,34.74,61.0,1.0
2355,2026-01-04,11,La Molina,Pizza,73.85,45.0,2.0
2093,2026-03-20,20,Miraflores,Comida rápida,36.19,31.0,4.0
930,2026-01-19,13,San Isidro,Criolla,51.35,31.0,5.0
341,2026-02-26,13,La Molina,Criolla,42.11,47.0,3.0
2047,2025-09-06,19,Surco,Comida rápida,26.74,52.0,4.0
1226,2025-09-21,22,La Molina,Saludable,50.4,51.0,2.0
749,2025-06-22,19,Miraflores,Criolla,52.45,32.0,5.0
1124,2026-01-09,19,Surco,Criolla,32.27,37.0,4.0
663,2025-09-26,19,San Borja,Comida rápida,43.95,33.0,
481,2025-12-08,20,La Molina,Comida rápida,39.69,55.0,3.0
804,2025-08-14,20,Miraflores,Postres,29.54,40.0,5.0
2173,2025-09-23,12,San Isidro,Comida rápida,32.27,27.0,4.0
1583,2025-07-28,13,Surco,Comida rápida,36.06,28.0,4.0
1908,2025-11-29,3,San Isidro,Pizza,36.88,20.0,5.0
2474,2025-09-10,20,Miraflores,Postres,24.61,44.0,3.0
550,2025-11-06,13,San Borja,Criolla,57.42,35.0,3.0
1188,2025-10-26,17,La Molina,Criolla,36.6,,2.0
784,2026-04-06,12,Miraflores,Comida rápida,43.8,32.0,4.0
2754,2025-08-25,21,San Isidro,Pizza,45.84,17.0,4.0
1965,2025-07-05,12,Miraflores,Comida rápida,39.55,30.0,3.0
743,2025-11-13,14,Surco,Saludable,63.02,25.0,5.0
2454,2026-01-28,14,Miraflores,Comida rápida,34.08,37.0,4.0
2100,2026-02-03,12,San Isidro,Pizza,62.3,32.0,4.0
1831,2025-08-11,21,La Molina,Comida rápida,13.95,39.0,5.0
1256,2026-01-10,19,Surco,Pizza,61.13,33.0,4.0
2401,2026-03-17,10,Miraflores,Saludable,40.01,18.0,5.0
2043,2026-04-01,12,Surco,Criolla,60.94,54.0,2.0
2156,2026-01-26,18,Miraflores,Pizza,54.66,19.0,5.0
1508,2025-12-31,13,San Isidro,Criolla,64.51,35.0,3.0
248,2026-03-04,12,Miraflores,Saludable,53.68,30.0,4.0
2903,2025-05-17,20,Miraflores,Pizza,42.24,26.0,4.0
2604,2026-01-28,18,San Borja,Pizza,40.04,36.0,3.0
2766,2025-08-24,12,Surco,Saludable,28.22,35.0,5.0
627,2026-02-16,2,Miraflores,Criolla,48.15,13.0,5.0
348,2026-01-08,20,San Borja,Saludable,32.9,37.0,3.0
279,2025-08-28,20,Surco,Pizza,57.95,54.0,
1862,2025-11-24,12,Miraflores,Saludable,30.45,31.0,3.0
2970,2025-07-24,13,La Molina,Comida rápida,25.72,74.0,3.0
656,2025-06-27,14,Surco,Comida rápida,24.23,29.0,5.0
2209,2025-10-17,4,Miraflores,Comida rápida,30.4,16.0,5.0
928,2025-06-03,20,Surco,Comida rápida,30.02,,3.0
2669,2025-08-19,18,La Molina,Pizza,47.61,61.0,1.0
2632,2025-09-28,22,San Isidro,Saludable,45.29,25.0,5.0
1072,2025-06-08,12,La Molina,Comida rápida,23.44,54.0,4.0
2584,2025-12-03,11,San Isidro,Pizza,57.33,22.0,4.0
1274,2025-10-12,14,La Molina,Comida rápida,32.82,53.0,3.0
2909,2026-04-06,12,Miraflores,Saludable,17.7,24.0,5.0
446,2025-08-30,13,Miraflores,Postres,26.55,29.0,4.0
618,2025-09-13,1,San Isidro,Comida rápida,40.67,33.0,3.0
1887,2026-02-12,21,Surco,Saludable,29.73,27.0,4.0
1126,2026-04-25,19,Miraflores,Comida rápida,29.51,35.0,5.0
1833,2025-10-13,12,Surco,Comida rápida,44.76,30.0,4.0
1657,2025-05-31,13,San Borja,Comida rápida,13.31,37.0,4.0
2792,2026-01-14,13,Miraflores,Saludable,40.94,32.0,3.0
845,2025-10-17,11,Miraflores,Comida rápida,29.73,22.0,5.0
2596,2025-10-07,12,La Molina,Comida rápida,29.02,49.0,3.0
548,2025-09-29,16,Miraflores,Saludable,58.1,31.0,4.0
637,2025-05-19,19,San Isidro,Criolla,41.47,19.0,4.0
908,2025-11-18,12,La Molina,Comida rápida,19.8,51.0,4.0
1321,2025-06-09,13,San Isidro,Pizza,50.43,,3.0
264,2025-05-02,19,Miraflores,Comida rápida,27.29,32.0,3.0
1809,2025-10-26,14,Surco,Saludable,30.61,49.0,2.0
2391,2026-01-11,13,San Isidro,Comida rápida,19.94,38.0,5.0
2366,2026-03-12,19,La Molina,Postres,39.9,57.0,1.0
354,2026-02-05,19,Surco,Postres,29.32,38.0,3.0
2516,2025-11-08,20,Miraflores,Postres,27.2,36.0,3.0
209,2025-12-06,12,Miraflores,Criolla,51.14,46.0,3.0
614,2025-05-05,11,San Borja,Comida rápida,35.69,10.0,4.0
1361,2025-12-23,18,San Isidro,Pizza,49.97,30.0,5.0
1747,2026-01-12,19,San Isidro,Criolla,49.91,43.0,4.0
1570,2025-05-20,22,La Molina,Saludable,45.41,33.0,5.0
1196,2025-10-24,20,San Borja,Comida rápida,32.45,55.0,3.0
1672,2025-06-15,19,San Borja,Comida rápida,29.13,29.0,3.0
102,2025-07-02,11,Miraflores,Criolla,52.9,21.0,5.0
2171,2025-08-14,14,San Isidro,Postres,28.81,34.0,5.0
58,2026-01-19,5,Surco,Criolla,67.18,48.0,2.0
1201,2025-10-03,12,Miraflores,Pizza,53.96,39.0,4.0
812,2026-01-28,12,Surco,Comida rápida,25.26,38.0,5.0
2228,2025-12-28,13,Miraflores,Pizza,34.62,27.0,4.0
562,2025-07-01,3,San Isidro,Comida rápida,24.4,25.0,4.0
2553,2025-09-25,22,Miraflores,Postres,22.28,29.0,4.0
230,2025-08-06,21,Surco,Saludable,60.66,31.0,4.0
2551,2025-05-17,19,Miraflores,Comida rápida,53.52,32.0,4.0
1798,2026-04-03,19,San Borja,Pizza,63.52,42.0,2.0
2945,2026-01-25,13,La Molina,Comida rápida,44.99,43.0,4.0
539,2026-01-04,14,Surco,Comida rápida,40.8,36.0,4.0
1351,2026-04-27,12,San Isidro,Comida rápida,41.35,32.0,4.0
1128,2025-09-11,13,San Isidro,Comida rápida,33.83,45.0,2.0
2844,2026-04-01,15,Miraflores,Postres,25.35,38.0,5.0
1091,2025-05-10,12,Surco,Postres,24.92,57.0,1.0
1661,2025-10-05,2,San Isidro,Criolla,50.64,15.0,5.0
1197,2026-02-09,12,Surco,Pizza,76.43,46.0,4.0
708,2025-06-15,11,Miraflores,Comida rápida,25.6,43.0,4.0
425,2026-03-04,14,Surco,Pizza,62.22,31.0,4.0
70,2025-12-04,12,San Borja,Pizza,60.95,35.0,5.0
1024,2025-12-22,12,Surco,Comida rápida,20.39,49.0,4.0
1721,2025-05-26,22,San Isidro,Pizza,71.12,33.0,3.0
648,2026-04-26,1,Surco,Postres,25.2,47.0,2.0
2598,2026-02-12,11,San Borja,Comida rápida,26.73,32.0,3.0
1358,2025-10-15,13,San Isidro,Pizza,58.77,32.0,5.0
1568,2025-05-09,14,Surco,Pizza,33.92,51.0,3.0
2457,2026-03-04,14,San Borja,Postres,31.4,33.0,3.0
2625,2025-09-26,12,Miraflores,Criolla,29.16,41.0,3.0
1675,2025-12-19,12,San Isidro,Comida rápida,30.11,32.0,5.0
1026,2025-09-14,13,San Borja,Comida rápida,24.42,40.0,4.0
621,2026-04-07,13,Miraflores,Criolla,44.31,26.0,5.0
950,2026-04-15,19,Surco,Saludable,50.83,57.0,1.0
2860,2025-05-21,18,Miraflores,Saludable,38.78,36.0,4.0
953,2026-04-15,4,San Isidro,Comida rápida,37.72,29.0,5.0
1592,2025-05-29,19,San Isidro,Criolla,30.59,35.0,4.0
1578,2025-05-03,14,Miraflores,Pizza,44.58,25.0,5.0
999,2026-04-21,21,Surco,Saludable,42.82,35.0,4.0
2971,2025-07-11,16,Surco,Criolla,62.5,32.0,4.0
2709,2025-09-09,13,Surco,Criolla,43.75,35.0,3.0
1462,2025-08-25,21,San Isidro,Postres,23.29,40.0,3.0
280,2025-10-08,12,Miraflores,Pizza,53.67,31.0,4.0
1473,2025-05-14,19,La Molina,Pizza,59.05,56.0,1.0
1576,2025-09-22,19,Surco,Pizza,51.33,36.0,4.0
1577,2025-12-02,21,Surco,Criolla,40.19,29.0,3.0
2121,2026-04-20,19,San Isidro,Saludable,33.57,22.0,5.0
1045,2025-05-05,23,Surco,Comida rápida,26.83,42.0,3.0
1724,2025-05-04,19,Miraflores,Criolla,49.55,22.0,4.0
554,2025-10-30,20,San Isidro,Criolla,13.1,37.0,5.0
835,2025-11-11,12,Miraflores,Comida rápida,27.9,17.0,5.0
658,2025-10-20,14,San Borja,Comida rápida,17.4,50.0,3.0
597,2025-12-21,11,San Isidro,Comida rápida,40.56,21.0,5.0
635,2025-11-18,19,Surco,Saludable,30.38,45.0,2.0
803,2026-01-02,11,Miraflores,Postres,12.97,,5.0
2172,2025-10-05,20,San Isidro,Pizza,53.01,34.0,4.0
1217,2025-09-18,19,Miraflores,Criolla,54.16,,4.0
2567,2026-03-16,12,San Borja,Comida rápida,35.52,29.0,4.0
2765,2026-03-15,12,Surco,Criolla,66.14,31.0,5.0
441,2026-03-14,20,Miraflores,Criolla,44.22,27.0,5.0
509,2025-10-26,21,San Isidro,Pizza,71.1,36.0,5.0
77,2026-01-26,20,Miraflores,Criolla,47.95,35.0,3.0
2341,2026-02-12,18,San Isidro,Saludable,57.69,52.0,3.0
650,2026-04-13,21,San Borja,Comida rápida,39.22,44.0,3.0
523,2025-12-28,9,San Isidro,Pizza,43.81,34.0,4.0
1557,2026-03-09,15,San Isidro,Pizza,44.38,27.0,4.0
1717,2025-06-02,21,Miraflores,Comida rápida,24.85,37.0,3.0
1564,2025-06-23,21,San Isidro,Criolla,41.31,39.0,3.0
655,2025-09-11,11,Miraflores,Pizza,52.71,27.0,5.0
1237,2026-03-15,20,Miraflores,Postres,34.26,37.0,4.0
1612,2026-02-08,7,Surco,Comida rápida,22.86,30.0,4.0
2437,2025-10-25,21,San Borja,Pizza,42.83,40.0,4.0
1727,2026-01-26,20,Surco,Criolla,39.8,40.0,3.0
631,2026-04-29,12,Miraflores,Postres,21.31,21.0,
1317,2025-08-23,22,San Isidro,Criolla,46.32,20.0,4.0
2975,2025-08-12,14,San Isidro,Criolla,12.55,24.0,4.0
1748,2025-06-27,13,San Isidro,Criolla,49.1,29.0,3.0
483,2025-05-23,22,Surco,Pizza,47.0,,4.0
2009,2026-02-06,19,Miraflores,Comida rápida,38.29,40.0,4.0
2804,2026-02-26,12,Miraflores,Criolla,24.25,20.0,4.0
2607,2026-03-11,13,Surco,Criolla,49.25,30.0,5.0
1776,2025-05-15,13,San Borja,Comida rápida,29.75,41.0,4.0
439,2025-12-15,18,Miraflores,Saludable,33.91,31.0,5.0
970,2026-03-31,2,San Isidro,Comida rápida,27.42,30.0,5.0
1794,2025-07-11,12,San Isidro,Pizza,73.72,34.0,4.0
2244,2025-07-16,12,La Molina,Comida rápida,32.3,56.0,2.0
1614,2025-08-22,5,Miraflores,Comida rápida,28.87,30.0,5.0
857,2025-12-04,12,Miraflores,Pizza,39.62,44.0,4.0
2779,2025-06-16,18,Miraflores,Criolla,19.47,38.0,4.0
167,2025-06-13,20,Surco,Pizza,57.48,43.0,3.0
60,2025-11-22,19,Miraflores,Pizza,35.52,27.0,4.0
612,2025-08-30,5,San Isidro,Comida rápida,26.25,21.0,5.0
531,2025-08-23,19,San Isidro,Pizza,51.69,41.0,3.0
1784,2025-05-09,19,Surco,Saludable,65.01,43.0,4.0
50,2026-03-12,11,Surco,Postres,20.33,39.0,
2695,2025-06-23,9,La Molina,Criolla,66.7,47.0,
2164,2025-05-27,22,Miraflores,Pizza,71.72,19.0,5.0
859,2025-07-12,20,San Isidro,Postres,35.5,40.0,4.0
1766,2025-07-18,13,Surco,Postres,37.75,42.0,2.0
49,2025-07-28,4,Miraflores,Criolla,45.91,35.0,4.0
720,2026-04-30,14,San Isidro,Postres,12.0,25.0,5.0
1232,2025-11-10,11,San Borja,Comida rápida,32.14,42.0,3.0
1341,2025-06-11,11,San Isidro,Pizza,62.59,10.0,4.0
2284,2025-10-07,22,Miraflores,Criolla,49.16,10.0,5.0
1934,2025-09-08,13,Miraflores,Comida rápida,31.2,35.0,4.0
633,2025-10-14,13,La Molina,Comida rápida,17.15,65.0,1.0
2320,2025-09-22,12,San Isidro,Postres,26.6,32.0,4.0
2245,2026-01-09,5,San Isidro,Saludable,43.37,40.0,4.0
2163,2025-06-21,19,San Isidro,Postres,24.85,37.0,4.0
1069,2026-03-05,10,San Borja,Comida rápida,29.9,32.0,4.0
2578,2025-06-18,14,Surco,Postres,32.03,48.0,3.0
26,2025-05-22,14,San Isidro,Pizza,49.19,19.0,4.0
2760,2026-04-15,13,La Molina,Criolla,52.68,51.0,3.0
220,2025-11-14,20,San Isidro,Pizza,62.54,35.0,3.0
1346,2025-10-12,13,Miraflores,Saludable,28.25,25.0,5.0
277,2025-09-29,19,Surco,Comida rápida,42.38,48.0,3.0
2231,2025-06-18,12,Surco,Pizza,65.81,38.0,3.0
1308,2025-07-20,19,Surco,Saludable,52.78,19.0,5.0
1642,2026-04-28,13,Surco,Pizza,59.26,34.0,4.0
1049,2025-09-09,20,La Molina,Pizza,63.5,48.0,3.0
2096,2025-09-09,20,San Borja,Comida rápida,41.2,22.0,
2176,2025-09-09,22,San Borja,Postres,25.09,30.0,5.0
2674,2025-07-11,12,San Borja,Postres,22.5,41.0,
1548,2025-07-11,13,La Molina,Criolla,47.29,69.0,2.0
298,2025-10-08,20,Miraflores,Comida rápida,42.93,31.0,4.0
1597,2025-10-17,13,Miraflores,Pizza,39.84,49.0,3.0
1749,2025-05-15,1,Miraflores,Comida rápida,31.09,34.0,4.0
959,2025-12-29,18,San Isidro,Comida rápida,51.52,34.0,3.0
1886,2025-10-30,11,Surco,Criolla,42.47,27.0,4.0
1265,2025-07-31,12,Surco,Saludable,32.96,40.0,3.0
350,2026-01-11,16,San Borja,Pizza,60.58,37.0,5.0
1303,2025-06-22,13,Surco,Criolla,23.75,40.0,4.0
644,2025-09-03,13,Miraflores,Postres,41.27,35.0,5.0
1106,2025-09-13,13,San Borja,Comida rápida,19.97,51.0,2.0
1208,2025-08-26,19,La Molina,Pizza,50.47,59.0,
1996,2025-10-12,4,La Molina,Criolla,67.18,46.0,3.0
1299,2026-02-17,13,Miraflores,Saludable,35.65,37.0,3.0
2012,2025-08-27,21,San Borja,Pizza,42.92,41.0,3.0
1777,2025-09-30,20,San Isidro,Comida rápida,34.45,29.0,4.0
1103,2025-10-31,19,Surco,Saludable,49.4,29.0,4.0
2413,2025-05-12,19,Surco,Comida rápida,38.62,34.0,4.0
1457,2026-02-06,20,San Isidro,Comida rápida,29.44,37.0,
2149,2026-02-27,6,Surco,Criolla,68.93,42.0,2.0
787,2025-08-11,12,Miraflores,Comida rápida,27.21,,2.0
2739,2025-05-24,18,La Molina,Postres,15.79,53.0,3.0
141,2025-12-17,12,Miraflores,Comida rápida,30.46,43.0,2.0
789,2026-01-07,21,Miraflores,Comida rápida,32.76,32.0,4.0
1615,2025-06-09,12,Miraflores,Pizza,53.67,34.0,5.0
2068,2026-04-10,20,Miraflores,Comida rápida,38.83,43.0,
715,2025-05-10,20,San Borja,Criolla,71.42,46.0,4.0
1376,2025-05-29,12,Surco,Postres,29.8,54.0,4.0
1608,2025-07-29,12,Miraflores,Pizza,39.71,38.0,5.0
1745,2026-01-17,12,Surco,Comida rápida,31.0,43.0,3.0
2635,2025-11-19,4,La Molina,Pizza,79.98,41.0,4.0
619,2026-04-30,19,San Isidro,Comida rápida,27.15,45.0,4.0
407,2025-10-17,14,San Isidro,Comida rápida,23.12,36.0,4.0
2483,2026-03-10,19,La Molina,Criolla,57.87,60.0,3.0
2108,2025-11-29,12,San Borja,Pizza,46.25,45.0,2.0
1125,2026-03-26,22,La Molina,Criolla,47.91,55.0,3.0
1193,2025-11-14,14,San Borja,Saludable,37.64,25.0,5.0
1966,2025-10-10,12,San Isidro,Pizza,54.88,42.0,3.0
498,2025-05-16,22,San Isidro,Criolla,46.31,22.0,5.0
343,2025-08-03,12,Surco,Pizza,53.27,42.0,4.0
1917,2025-06-19,13,Miraflores,Postres,25.85,30.0,
2304,2026-02-10,20,San Borja,Comida rápida,30.55,40.0,3.0
783,2025-12-15,21,San Isidro,Criolla,55.76,39.0,4.0
2033,2025-06-08,23,Surco,Comida rápida,32.09,,3.0
304,2025-11-11,5,Surco,Saludable,36.76,43.0,4.0
1732,2025-09-07,19,Surco,Criolla,41.71,,4.0
665,2025-11-29,20,Surco,Pizza,88.36,40.0,4.0
1836,2025-10-21,13,Miraflores,Pizza,56.31,28.0,
1881,2026-04-21,12,Miraflores,Pizza,33.37,42.0,4.0
2763,2025-10-30,20,Surco,Criolla,51.26,39.0,3.0
2749,2025-09-29,19,San Isidro,Comida rápida,39.57,42.0,
85,2026-04-03,15,Miraflores,Criolla,52.65,22.0,
2249,2026-01-18,21,Miraflores,Comida rápida,35.55,17.0,5.0
942,2025-12-15,12,San Isidro,Postres,24.67,29.0,3.0
962,2025-12-15,6,Miraflores,Criolla,38.01,29.0,3.0
842,2026-02-01,21,Miraflores,Comida rápida,38.96,,4.0
1392,2026-01-01,12,Surco,Postres,25.93,35.0,4.0
2416,2025-08-04,12,San Isidro,Comida rápida,39.43,38.0,5.0
2243,2025-07-17,12,Surco,Criolla,58.98,53.0,3.0
2783,2025-09-01,12,La Molina,Saludable,39.87,72.0,2.0
291,2026-04-14,12,Miraflores,Comida rápida,28.32,42.0,2.0
1869,2026-04-27,18,San Isidro,Criolla,35.82,31.0,3.0
2214,2025-10-01,6,Miraflores,Comida rápida,23.02,32.0,4.0
605,2025-12-16,15,Miraflores,Criolla,42.96,30.0,3.0
2687,2025-12-05,13,Miraflores,Comida rápida,35.78,48.0,3.0
917,2025-05-13,12,San Borja,Saludable,42.43,43.0,2.0
2751,2025-07-15,13,Miraflores,Saludable,42.06,27.0,4.0
2835,2025-11-29,15,San Isidro,Saludable,67.64,30.0,4.0
1089,2025-07-25,20,Miraflores,Saludable,27.61,30.0,4.0
2234,2025-10-08,20,San Borja,Postres,34.13,42.0,3.0
1352,2026-04-07,3,Miraflores,Criolla,45.06,28.0,4.0
822,2025-12-26,22,San Borja,Postres,29.25,32.0,4.0
2508,2025-12-13,13,San Isidro,Criolla,52.82,35.0,4.0
1001,2026-01-14,13,Miraflores,Comida rápida,35.08,36.0,5.0
2872,2025-10-01,18,Surco,Postres,28.0,28.0,4.0
19,2026-01-13,20,Surco,Criolla,67.98,43.0,3.0
2998,2025-06-01,14,Miraflores,Saludable,40.17,22.0,5.0
1270,2025-07-17,19,La Molina,Criolla,38.84,55.0,3.0
1714,2025-12-13,13,La Molina,Postres,25.98,58.0,2.0
1310,2025-10-05,8,Surco,Comida rápida,34.15,18.0,4.0
1609,2025-06-06,19,La Molina,Saludable,58.37,55.0,2.0
2855,2025-08-15,19,San Isidro,Postres,24.76,20.0,5.0
1913,2025-12-06,12,Miraflores,Pizza,59.22,28.0,5.0
2054,2025-10-22,12,Miraflores,Criolla,60.16,53.0,2.0
1423,2026-04-19,12,La Molina,Criolla,62.74,49.0,4.0
2055,2026-02-14,12,Miraflores,Comida rápida,30.56,40.0,4.0
361,2026-02-04,12,Surco,Saludable,33.63,53.0,2.0
2601,2025-05-11,20,Surco,Criolla,40.74,47.0,
1883,2025-12-07,0,San Borja,Criolla,62.27,47.0,4.0
1158,2026-01-12,22,Miraflores,Pizza,46.64,26.0,4.0
2276,2025-07-09,20,Surco,Saludable,20.84,21.0,5.0
1638,2025-06-28,6,San Isidro,Postres,27.28,,4.0
345,2025-11-04,19,Surco,Comida rápida,25.21,39.0,4.0
987,2025-12-11,14,Surco,Comida rápida,25.35,39.0,5.0
1323,2026-02-05,9,Surco,Pizza,48.65,29.0,
1790,2025-07-11,11,San Borja,Postres,19.85,40.0,4.0
2324,2025-05-30,13,San Isidro,Postres,30.73,28.0,5.0
2237,2025-09-27,20,Miraflores,Comida rápida,37.98,,4.0
2704,2025-07-09,12,La Molina,Pizza,56.02,48.0,3.0
2710,2025-08-19,13,La Molina,Criolla,49.02,50.0,2.0
86,2025-06-22,21,San Borja,Comida rápida,32.0,24.0,5.0
2099,2025-07-21,11,Surco,Comida rápida,51.19,42.0,
669,2025-10-11,19,Surco,Saludable,41.48,47.0,
1015,2026-03-25,11,Surco,Pizza,20.3,24.0,4.0
129,2025-05-05,20,Surco,Postres,16.83,47.0,3.0
1952,2025-06-10,14,San Borja,Comida rápida,23.32,27.0,
1207,2025-09-25,5,San Isidro,Criolla,24.81,48.0,2.0
892,2025-05-14,21,Surco,Pizza,55.39,35.0,4.0
1898,2025-09-08,12,Surco,Comida rápida,34.33,37.0,5.0
308,2025-05-22,21,Surco,Criolla,57.31,39.0,3.0
384,2025-05-20,12,Surco,Comida rápida,36.31,49.0,
1912,2025-05-04,18,San Borja,Comida rápida,38.75,39.0,4.0
1379,2026-02-20,20,Surco,Pizza,57.86,40.0,
427,2026-01-24,19,Surco,Pizza,43.53,44.0,4.0
495,2026-01-12,4,San Borja,Comida rápida,27.38,33.0,4.0
1036,2026-01-22,13,Miraflores,Comida rápida,31.67,41.0,2.0
2471,2025-05-14,19,San Isidro,Postres,30.84,34.0,5.0
2233,2025-12-12,14,Miraflores,Comida rápida,33.34,39.0,4.0
1314,2025-09-05,22,San Isidro,Comida rápida,28.23,22.0,5.0
1360,2026-01-23,10,San Borja,Saludable,16.48,20.0,5.0
276,2025-09-08,12,San Borja,Criolla,50.73,37.0,5.0
490,2025-10-27,20,San Isidro,Criolla,57.95,44.0,2.0
1585,2025-07-07,19,San Isidro,Saludable,47.5,13.0,5.0
691,2025-10-11,12,Miraflores,Postres,28.27,37.0,5.0
1377,2025-09-26,18,San Borja,Criolla,36.95,28.0,3.0
1205,2026-04-26,19,San Isidro,Criolla,23.57,27.0,5.0
2989,2025-09-06,14,San Borja,Pizza,35.35,48.0,4.0
2241,2025-05-11,17,La Molina,Comida rápida,33.14,58.0,1.0
2115,2025-08-01,20,La Molina,Criolla,41.9,,2.0
1059,2026-02-12,14,La Molina,Criolla,34.47,46.0,3.0
119,2026-02-17,14,San Isidro,Criolla,50.65,41.0,
1025,2026-03-30,12,San Borja,Saludable,37.74,40.0,4.0
2420,2026-03-30,19,La Molina,Comida rápida,45.42,55.0,4.0
282,2025-07-14,18,La Molina,Pizza,51.46,51.0,4.0
1566,2025-12-01,13,La Molina,Criolla,61.06,42.0,3.0
2373,2025-10-13,22,Surco,Comida rápida,15.58,34.0,3.0
969,2025-05-04,11,San Borja,Pizza,65.89,34.0,4.0
1209,2026-04-07,12,Miraflores,Postres,12.58,35.0,4.0
1240,2025-06-24,19,San Borja,Comida rápida,36.7,42.0,2.0
2487,2025-12-28,9,Miraflores,Saludable,33.08,26.0,3.0
2025,2025-12-02,18,Surco,Pizza,72.88,39.0,4.0
305,2025-09-05,12,Miraflores,Pizza,45.12,23.0,
1923,2026-04-19,3,La Molina,Comida rápida,39.86,53.0,3.0
1422,2025-08-10,21,San Borja,Pizza,53.66,38.0,5.0
1581,2026-01-24,13,San Isidro,Comida rápida,29.47,29.0,4.0
2275,2026-04-18,21,San Isidro,Saludable,29.75,29.0,4.0
2067,2026-03-24,14,San Isidro,Comida rápida,48.56,25.0,5.0
576,2025-06-21,20,Surco,Postres,30.71,44.0,3.0
1950,2026-02-17,20,Miraflores,Pizza,51.43,33.0,4.0
2616,2025-08-21,12,Surco,Pizza,73.56,49.0,4.0
2668,2025-12-15,12,La Molina,Criolla,52.51,47.0,3.0
2919,2025-09-02,13,Miraflores,Pizza,66.75,18.0,5.0
1242,2025-09-08,21,San Isidro,Postres,18.2,29.0,5.0
844,2025-07-31,20,Miraflores,Comida rápida,21.99,39.0,3.0
2937,2025-11-30,21,La Molina,Comida rápida,20.1,41.0,2.0
270,2025-05-09,14,San Isidro,Pizza,55.54,28.0,
630,2026-01-30,14,San Borja,Comida rápida,52.19,39.0,4.0
1034,2026-04-14,20,Surco,Criolla,25.45,42.0,2.0
287,2025-12-13,9,San Borja,Criolla,44.34,47.0,
2247,2026-03-16,19,San Isidro,Saludable,36.16,27.0,4.0
301,2026-02-01,11,Surco,Comida rápida,40.76,38.0,4.0
1954,2026-03-12,13,La Molina,Comida rápida,35.24,50.0,2.0
1890,2025-07-21,14,La Molina,Comida rápida,33.78,62.0,1.0
1378,2026-01-22,1,San Isidro,Comida rápida,38.8,36.0,5.0
66,2025-08-14,20,San Borja,Criolla,59.89,25.0,4.0
2777,2025-09-25,20,Miraflores,Postres,22.02,23.0,4.0
891,2025-10-01,8,Miraflores,Comida rápida,28.86,21.0,4.0
1560,2026-01-14,13,Miraflores,Comida rápida,42.67,29.0,4.0
1845,2026-01-17,18,La Molina,Criolla,50.05,41.0,3.0
1808,2025-11-30,19,Surco,Comida rápida,34.55,32.0,3.0
1382,2025-08-21,12,Miraflores,Postres,16.53,20.0,5.0
231,2025-11-14,20,Miraflores,Comida rápida,35.87,34.0,4.0
504,2026-04-05,18,Surco,Saludable,40.69,32.0,4.0
1271,2026-02-12,12,Surco,Pizza,68.82,38.0,5.0
2186,2025-07-10,13,Surco,Comida rápida,42.45,49.0,2.0
1513,2025-12-25,11,San Isidro,Postres,23.52,27.0,4.0
1290,2025-05-02,13,Surco,Saludable,54.35,51.0,3.0
1005,2026-01-16,18,Miraflores,Saludable,31.86,38.0,4.0
837,2025-08-01,13,San Borja,Postres,25.45,43.0,4.0
1613,2025-07-20,12,San Borja,Criolla,52.18,38.0,4.0
375,2026-01-02,22,San Borja,Comida rápida,28.16,36.0,5.0
1506,2025-05-29,12,La Molina,Comida rápida,33.24,65.0,1.0
2529,2026-02-01,21,San Isidro,Pizza,35.35,35.0,4.0
1865,2025-05-03,12,Miraflores,Criolla,46.06,31.0,5.0
2462,2025-10-25,12,Surco,Saludable,41.72,32.0,4.0
2107,2025-07-28,13,Miraflores,Pizza,55.1,35.0,4.0
752,2025-07-22,0,San Borja,Criolla,68.93,36.0,4.0
100,2025-09-06,12,Miraflores,Comida rápida,35.63,26.0,5.0
2925,2025-06-28,19,Miraflores,Saludable,40.97,36.0,5.0
867,2026-04-15,13,Surco,Comida rápida,20.45,31.0,4.0
911,2025-12-17,11,La Molina,Postres,26.87,44.0,3.0
1386,2025-12-13,20,San Isidro,Comida rápida,30.42,34.0,5.0
530,2025-07-29,12,Miraflores,Pizza,45.87,52.0,3.0
637,2025-05-19,19,San Isidro,Criolla,41.47,19.0,4.0
186,2025-12-11,21,La Molina,Postres,12.0,41.0,4.0
2120,2026-01-22,12,San Borja,Postres,22.03,40.0,3.0
2608,2026-03-30,13,Surco,Pizza,53.01,,4.0
932,2025-07-22,14,La Molina,Criolla,60.45,38.0,4.0
1447,2026-01-23,12,San Isidro,Comida rápida,44.1,30.0,4.0
